Borough,Geographical District,Building Code,Building Name ,Building Address,Elevated Result,Date of Initial Test,Number of Samples Tested,Number of Elevated Samples
Q,25,Q766,P.S. 79 TRANSPORTABLE - QUEENS,147-27 15 DRIVE,Yes,1/26/2017,8,1
Q,28,Q774,QUEENS HIGH SCHOOL FOR THE SCIENCES,94-50 159 STREET,Yes,4/7/2017,12,1
Q,24,Q777,PS 199 ANNEX(@ST. TERESA'S) - QUEENS,50-15 44TH STREET,No,1/26/2017,76,0
Q,27,Q781,John Adams HS Annex - Queens,120-27 141ST STREET,No,1/26/2017,21,0
Q,25,Q792,NORTH QUEENS COMMUNITY HS - Q,141-25 77TH ROAD,Yes,1/25/2017,13,1
Q,30,Q797,P.S. 150 ANNEX - QUEENS,41-12 44TH STREET,No,1/25/2017,29,0
Q,30,Q798,BACCALAUREATE SCL FOR GLOBAL ED-Q,34-12 36 AVENUE,Yes,1/26/2017,39,8
Q,29,Q799,CAMBRIA HEIGHTS ACADEMY - QUEENS,188-04 91ST AVENUE,Yes,1/25/2017,47,1
Q,26,Q809,P.S. 224 ANNEX - QUEENS,221-21 CORBETT ROAD,Yes,1/31/2017,37,13
Q,26,Q811,P.S. 811 (OLD 187) - QUEENS,61-25 MARATHON PARKWAY,No,1/31/2017,92,0
Q,28,Q814,P.S. 82 ANNEX - QUEENS,108-43 SUTPHIN BOULEVARD,Yes,1/24/2017,12,1
Q,27,Q816,P.S. 256 ANNEX - QUEENS,445 BEACH 135 STREET,Yes,1/26/2017,18,2
Q,29,Q822,P.S. 811 MINISCHOOL (OLD 136 MN)-Q,114-36 202 STREET,No,1/24/2017,12,0
Q,29,Q834,P.S. 34 MINISCHOOL - QUEENS,104-12 SPRINGFIELD BLVD,Yes,1/24/2017,15,1
Q,29,Q835,P.S. 233 MINISCHOOL1 (OLD P134)-Q,109-36 204TH STREET,Yes,1/24/2017,12,1
Q,29,Q836,P.S. 36 MINISCHOOL - QUEENS,187-01 FOCH BOULEVARD,No,1/24/2017,8,0
Q,24,Q841,P.S. 199 ANNEX - QUEENS,48-25 37th Street,Yes,2/1/2017,84,5
Q,24,Q843,P.S. 143 MINISCHOOL - QUEENS,34-74 113 STREET,Yes,1/31/2017,9,1
Q,24,Q848,P.S. 81 ANNEX (OLD 75) - QUEENS,511 SENECA AVENUE,Yes,1/31/2017,24,4
Q,24,Q849,I.S. 77 - QUEENS,976 SENECA AVENUE,Yes,1/31/2017,105,7
Q,29,Q851,P.S. 147 MINISCHOOL - QUEENS,218-01 116 AVENUE,No,1/24/2017,7,0
Q,24,Q855,P.S. 7 TRANSPORTABLE - QUEENS,80-55 CORNISH AVENUE,No,1/26/2017,4,0
Q,26,Q858,PS 188 Annex,216-15 PECK AVENUE,No,1/31/2017,18,0
Q,25,Q859,REGION 3 / ROC C - QUEENS,30-48 LINDEN PLACE,Yes,2/1/2017,37,1
Q,27,Q860,P.S. 60 MINISCHOOL - QUEENS,91-02 88 AVENUE,No,2/1/2017,22,0
Q,28,Q864,P.S. 54 MINISCHOOL - QUEENS,86-02 127 STREET,No,1/24/2017,30,0
Q,28,Q865,P.S. 55 MINISCHOOL - QUEENS,131-10 97 AVENUE,Yes,1/24/2017,48,8
Q,28,Q866,P.S. 99 ANNEX - QUEENS,83-34 KEW GARDENS ROAD,No,1/25/2017,75,0
Q,30,Q868,P.S. 78 - QUEENS,48-09 CENTER BOULEVARD,Yes,1/31/2017,71,2
Q,30,Q869,P.S. 69 PORTABLE - QUEENS,77-02 37 AVENUE,No,1/27/2017,6,0
Q,27,Q874,P.S. 47 - QUEENS MINI,9 POWER ROAD,Yes,1/24/2017,18,1
Q,28,Q875,P.S. 233 MINISCHOOL2 (OLD P752)-Q,114-43 142 STREET,Yes,1/24/2017,50,5
Q,24,Q876,P.S. 88 ANNEX - QUEENS,869 CYPRESS AVENUE,Yes,1/31/2017,15,1
Q,24,Q877,51ST AVENUE ACADEMY - QUEENS,76-05 51 AVENUE,Yes,1/26/2017,25,3
Q,24,Q878,P.S. 128 ANNEX - QUEENS,63-25 69 STREET,Yes,1/27/2017,25,3
Q,28,Q882,P.S. 182 - QUEENS,90-36 150 STREET,Yes,1/25/2017,22,1
Q,28,Q883,P.S. 182 - QUEENS,90-40 150 STREET,No,1/25/2017,22,0
Q,27,Q884,P.S. 65 - QUEENS,103-22 99 STREET,Yes,1/25/2017,87,4
Q,30,Q885,RENAISSANCE CHARTER SCHOOL - Q,35-59 81ST STREET,Yes,1/27/2017,79,1
Q,24,Q891,R. F. WAGNER SEC SCL ARTS & TECH-Q,47-07 30TH PLACE,Yes,1/31/2017,56,6
Q,29,Q892,P.S. 892 - QUEENS,199-10 112 AVENUE,Yes,1/25/2017,94,3
Q,30,Q904,P.S. @ 5-14 49TH AVENUE - QUEENS,5-14/16 49TH AVENUE,No,1/27/2017,5,0
Q,24,Q906,PRE-K @ PS 16 - QUEENS,41-15 104 STREET,No,2/1/2017,4,0
Q,27,Q907,P.S. 43 ANNEX - QUEENS,12 Marvin Street,No,1/25/2017,22,0
Q,24,Q908,P.S. 908 - QUEENS,98-07 38TH AVENUE,No,1/31/2017,24,0
Q,30,Q909,I.S. 230 ANNEX (PLAY YARD) - QUEENS,33-54 74TH STREET,No,4/1/2017,2,0
Q,29,Q910,P.S. 95 TRANSPORTABLE - Q,179-01 90 AVENUE,No,1/24/2017,4,0
Q,29,Q911,P.S. 131 TRANSPORTABLE - Q,170-45 84 AVENUE,No,1/25/2017,6,0
Q,24,Q917,P.S. 81 TRANSPORTABLE - Q,559 CYPRESS AVENUE,Yes,1/27/2017,6,2
Q,27,Q920,P.S. 43 TRANSPORTABLE - Q,160 BEACH 29TH STREET,Yes,2/4/2017,10,1
Q,25,Q922,P.S. 32 TRANSPORTABLE - Q,171-11 35 AVENUE,No,1/26/2017,2,0
Q,25,Q924,P.S. 129 TRANSPORTABLE - Q,128-02 7 AVENUE,No,1/31/2017,4,0
Q,30,Q925,P.S. 151 TRANSPORTABLE - Q,50-05 31 AVENUE,No,2/1/2017,23,0
Q,29,Q930,P.S. 116 TRANSPORTABLE - Q,107-25 WREN PL,Yes,1/26/2017,4,1
Q,29,Q931,P.S. 33 TRANSPORTABLE - Q,91-37 222 STREET,No,2/4/2017,2,0
Q,30,Q932,P.S. 11 TRANSPORTABLE - Q,54-25 SKILLMAN AVENUE,Yes,1/26/2017,16,3
Q,28,Q935,P.S. 174 TRANSPORTABLE - Q,65-10 DIETERLE CRESCENT,No,1/26/2017,4,0
Q,24,Q937,P.S. 143 TRANSPORTABLE - Q,34-74 113 STREET,No,1/31/2017,5,0
Q,26,Q943,B. N. CARDOZO HS TRANSPORTABLE - Q,57-00 223 STREET,No,2/11/2017,4,0
Q,24,Q947,I.S. 125 TRANSPORTABLE - Q,46-02 47 AVENUE,Yes,1/31/2017,8,1
Q,30,Q949,WILLIAM BRYANT HS TRANSPORTABLE-Q,48-10 31 AVENUE,Yes,2/4/2017,5,1
Q,25,Q951,JOHN BOWNE HS TRANSPORTABLE - Q,63-25 MAIN STREET,No,2/11/2017,12,0
Q,28,Q956,P.S. 206 TRANSPORTABLE - Q,61-21 97 PLACE,No,1/26/2017,4,0
Q,29,Q957,P.S. 156 TRANSPORTABLE - Q,229-02 137 AVENUE,Yes,1/24/2017,4,2
Q,28,Q958,P.S. 160 TRANSPORTABLE - Q,109-59 INWOOD,No,2/3/2017,8,0
Q,25,Q959,P.S. 22 TRANSPORTABLE - Q,153-33 SANFORD AVENUE,No,1/31/2017,2,0
Q,26,Q966,FRANCIS LEWIS HS TRANSPORTABLE - Q,58-20 UTOPIA PARKWAY,No,2/11/2017,8,0
Q,25,Q967,P.S. 193 TRANSPORTABLE - Q,152-20 11THAVE,Yes,1/27/2017,2,2
Q,25,Q968,P.S. 163 TRANSPORTABLE - Q,159-01 59 AVENUE,Yes,1/27/2017,2,2
Q,28,Q969,AUX. SERV.- JAM. LEARN CT TR - Q,162-02 HILLSIDE AVENUE,No,2/4/2017,2,0
Q,28,Q973,P.S. 196 ANNEX-Q,112-15 71 ROAD,No,3/31/2017,10,0
Q,24,Q974,PRE-K@ PS 28 - QUEENS,10910 47TH AVENUE,No,1/31/2017,6,0
Q,26,Q979,P.S. 177 TEMP. C.R. BLDG. - Q,56-37 188 STREET,Yes,1/31/2017,15,1
Q,30,Q981,P.S. 85 TRANSPORTABLE - Q,23-70 31 STREET,Yes,1/26/2017,10,2
Q,27,Q983,P.S. 232 TRANSPORTABLE - Q,153-23 83 STREET,No,1/24/2017,4,0
Q,27,Q986,P.S. 96 TRANSPORTABLE - Q,130-01 ROCKAWAY BOULEVARD,No,1/24/2017,2,0
Q,27,Q987,P.S. 146 TRANSPORTABLE - Q,98-01 159 AVENUE,No,1/24/2017,2,0
Q,28,Q988,P.S. 40 TRANSPORTABLE - Q,109-20 UNION HALL STREET,Yes,1/24/2017,6,2
Q,27,Q989,P.S. 66 TRANSPORTABLE - Q,85-11 102 STREET,No,1/25/2017,2,0
Q,28,Q994,I.S. 217 TEMP. C.R. BLDG. - Q,85-05 144 STREET,No,1/25/2017,8,0
Q,27,Q995,P.S. 56 TRANSPORTABLE - Q,86-10 114 STREET,No,1/24/2017,1,0
R,31,R001,P.S. 1 - STATEN ISLAND,58 SUMMIT STREET,Yes,12/21/2016,64,10
R,31,R002,I.S. 2 - STATEN ISLAND,333 MIDLAND AVENUE,Yes,2/8/2017,110,27
R,31,R003,P.S. 3 - STATEN ISLAND,80 SOUTH GOFF AVENUE,Yes,12/22/2016,117,9
R,31,R004,P.S. 4 - STATEN ISLAND,200 NEDRA LANE,Yes,12/21/2016,167,15
R,31,R005,P.S. 5 - STATEN ISLAND,348 DEISIUS STREET,No,12/22/2016,33,0
R,31,R006,P.S. 6 - STATEN ISLAND,555 PAGE AVENUE,Yes,12/23/2016,138,3
R,31,R007,I.S. 7 - STATEN ISLAND,1270 HUGUENOT AVENUE,Yes,1/20/2017,89,19
R,31,R008,P.S. 8 - STATEN ISLAND,112 LINDENWOOD ROAD,Yes,2/14/2017,60,6
R,31,R011,P.S. 11 - STATEN ISLAND,50 JEFFERSON STREET,Yes,12/21/2016,55,4
R,31,R013,P.S. 13 - STATEN ISLAND,191 VERMONT AVENUE,Yes,1/24/2017,103,2
R,31,R014,P.S. 14 - STATEN ISLAND,100 TOMPKINS AVENUE,Yes,12/21/2016,138,4
R,31,R016,P.S. 16 - STATEN ISLAND,80 MONROE AVENUE,Yes,1/18/2017; 2/16/2017,138,2
R,31,R018,P.S. 18 - STATEN ISLAND,221 BROADWAY,Yes,12/23/2016,121,10
R,31,R019,P.S. 19 - STATEN ISLAND,780 POST AVENUE,Yes,12/21/2016,133,23
R,31,R020,P.S. 20 - STATEN ISLAND,161 PARK AVENUE,Yes,12/23/2016,54,1
R,31,R021,P.S. 21 - STATEN ISLAND,168 HOOKER PLACE,No,1/19/2017,32,0
R,31,R022,P.S. 22 - STATEN ISLAND,1860 FOREST AVENUE,Yes,12/23/2016; 1/20/2017,142,6
R,31,R023,P.S. 23 - STATEN ISLAND,30 NATICK STREET,Yes,12/23/2016,102,9
R,31,R024,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,Yes,12/21/2016,140,11
R,31,R025,P.S. 25 ANNEX (OLD 4) - S. I.,4210 ARTHUR KILL ROAD,Yes,12/22/2016,29,2
R,31,R026,P.S. 26 - STATEN ISLAND,4108 VICTORY BOULEVARD,No,12/22/2016,33,0
R,31,R027,I.S. 27 - STATEN ISLAND,11 CLOVE LAKE PLACE,Yes,12/23/2016,150,53
R,31,R029,P.S. 29 - STATEN ISLAND,1581 VICTORY BOULEVARD,Yes,1/24/2017,71,4
R,31,R030,P.S. 30 - STATEN ISLAND,200 WARDWELL AVENUE,No,12/21/2016,79,0
R,31,R031,P.S. 31 - STATEN ISLAND,55 LAYTON AVENUE,Yes,12/21/2016,126,14
R,31,R032,P.S. 32 - STATEN ISLAND,232 BARLOW AVENUE,Yes,12/21/2016,133,7
R,31,R034,I.S. 34 (OLD TOTTENVILLE) - S.I,528 ACADEMY AVENUE,Yes,12/23/2016,88,11
R,31,R035,P.S. 35 - STATEN ISLAND,60 FOOTE AVENUE,No,12/21/2016,60,0
R,31,R036,P.S. 36 - STATEN ISLAND,255 IONIA AVENUE,Yes,1/24/2017,141,6
R,31,R038,P.S. 38 - STATEN ISLAND,421 LINCOLN AVENUE,Yes,12/21/2016,46,3
R,31,R039,P.S. 39 - STATEN ISLAND,71 SAND LANE,Yes,1/19/2017,76,1
R,31,R040,P.S. 373 (OLD P40) - STATEN ISLAND,91 HENDERSON AVENUE,Yes,12/21/2016,65,7
R,31,R041,P.S. 41 - STATEN ISLAND,216 CLAWSON STREET,Yes,12/22/2016,73,9
R,31,R042,P.S. 42 - STATEN ISLAND,380 GENESEE AVENUE,Yes,1/20/2017,104,3
R,31,R043,JEROME PARKER CAMPUS - S.I.,100 ESSEX DRIVE,Yes,12/22/2016,274,19
R,31,R044,P.S. 44 - STATEN ISLAND,80 MAPLE PARKWAY,Yes,12/21/2016,117,12
R,31,R045,P.S. 45 - STATEN ISLAND,58 LAWRENCE AVENUE,Yes,12/23/2016,63,4
R,31,R046,P.S. 46 - STATEN ISLAND,41 REID AVENUE,Yes,1/18/2017,53,5
R,31,R048,P.S. 48 - STATEN ISLAND,1055 TARGEE STREET,Yes,12/21/2016,48,8
R,31,R049,I.S. 49 - STATEN ISLAND,101 WARREN STREET,Yes,12/23/2016; 4/18/2017,142,13
R,31,R050,P.S. 50 - STATEN ISLAND,200 ADELAIDE AVENUE,Yes,4/26/2017,131,12
R,31,R051,I.S. 51 - STATEN ISLAND,20 HOUSTON STREET,Yes,1/25/2017,99,10
R,31,R052,P.S. 52 - STATEN ISLAND,450 BUEL AVENUE,Yes,1/18/2017,119,6
R,31,R053,P.S. 53 - STATEN ISLAND,330 DURANT AVENUE,Yes,12/23/2016,117,4
R,31,R054,P.S. 54 - STATEN ISLAND,1060 WILLOWBROOK ROAD,Yes,12/23/2016,122,21
R,31,R055,P.S. 55 - STATEN ISLAND,54 OSBORNE STREET,Yes,12/23/2016,103,1
R,31,R056,P.S. 56 - STATEN ISLAND,250 KRAMER AVENUE,Yes,12/23/2016,138,1
R,31,R057,P.S. 57 - STATEN ISLAND,140 PALMA DRIVE,Yes,12/21/2016,140,12
R,31,R058,P.S. 58 - STATEN ISLAND,77 MARSH AVENUE,Yes,12/21/2016,204,15
R,31,R059,THE HARBOR VIEW SCHOOL - STATEN ISLAND,300 Richmond Terrace,Yes,1/18/2017,68,2
R,31,R060,P.S. 60 - STATEN ISLAND,55 MERRILL AVENUE,Yes,12/22/2016,130,11
R,31,R061,I.S. 61 - STATEN ISLAND,445 CASTLETON AVENUE,Yes,1/20/2017,111,15
R,31,R062,K.GRIMM SCL FOR LDRSHP&SUSTAINABLTY@SANDY GR -S.I.,644 Bloomingdale Road,Yes,12/21/2016,149,3
R,31,R066,ECC @1625 FOREST AVENUE - STATEN ISLAND,1625 FOREST AVENUE,No,1/18/2017,112,0
R,31,R068,PRE-K CENTER @ 1 TELEPORT DRIVE - STATEN ISLAND,1 TELEPORT DRIVE,No,1/18/2017,51,0
R,31,R069,P.S. 69 - STATEN ISLAND,144 KEATING PLACE,Yes,12/21/2016,141,4
R,31,R071,P.S./I.S. 48 - Staten Island,1050 Targee Street,Yes,1/20/2017,169,4
R,31,R072,I.S. 72 - STATEN ISLAND,33 FERNDALE AVENUE,Yes,12/23/2016,115,6
R,31,R075,I.S. 75 - STATEN ISLAND,455 HUGUENOT AVENUE,Yes,1/19/2017,175,17
R,31,R077,PRE-K CENTER @ 120 STUYVESANT PLACE - S.I.,120 STUYVESANT PLACE,Yes,12/22/2016,44,1
R,31,R080,REGION 7/ ROC F - STATEN ISLAND,715 OCEAN TERRACE,Yes,1/24/2017,52,3
R,31,R435,NEW DORP HS (NEW) - S. I.,465 NEW DORP LANE,Yes,2/8/2017,153,28
R,31,R436,NEW DORP AF (NEW)-STATEN ISLAND,465 NEW DORP LANE,Yes,2/8/2017,8,5
R,31,R440,STATEN ISLAND TECHNICAL HS - S.I.,485 CLAWSON STREET,Yes,1/27/2017,112,12
R,31,R441,STATEN ISLAND TECHNICAL AF-S.I,485 CLAWSON STREET,Yes,12/23/2016; 1/27/2017,20,5
R,31,R445,PORT RICHMOND HS - S. I.,85 ST JOSEPHS AVENUE,Yes,1/24/2017,178,10
R,31,R446,PORT RICHMOND AF - S.I.,39 INNIS STREET,No,1/24/2017,3,0
R,31,R450,CURTIS HS - S. I.,105 HAMILTON AVENUE,Yes,1/24/2017,116,6
R,31,R455,TOTTENVILLE HS - S. I.,100 LUTEN AVENUE,Yes,1/24/2017,219,45
R,31,R460,SUSAN E. WAGNER HS - S. I.,1200 MANOR ROAD,Yes,12/22/2016,136,13
R,31,R461,WAGNER AF - STATEN ISLAND,1200 MANOR ROAD,Yes,12/22/2016,4,1
R,31,R462,SUSAN E. WAGNER HS ANNEX - STATEN ISLAND,1220 MANOR ROAD,No,1/18/2017,19,0
R,31,R470,CONCORD HS (OLD 12) - S.I.,109 RHINE AVENUE,Yes,12/23/2016,27,5
R,31,R600,RALPH MCKEE VOC HS - S. I.,290 ST MARKS PLACE,Yes,1/20/2017,102,13
R,31,R722,P.S. 722 (OTC) - STATEN ISLAND,155 TOMPKINS AVENUE,Yes,12/21/2016,119,37
R,31,R801,AUX. SERV - ST. GEORGE SCHOOL-S.I.,450 ST MARKS PLACE,No,12/21/2016,9,0
R,31,R802,P.S. 1 ANNEX - STATEN ISLAND,58 SUMMIT STREET,Yes,12/21/2016,15,1
R,31,R815,PORT RICHMOND HS TRANSPORTABLE - STATEN ISLAND,85 ST. JOSEPHS AVENUE,No,1/24/2017,7,0
R,31,R816,P.S. 38 TRANSPORTABLE - STATEN ISLAND,421 LINCOLN AVENUE,No,12/21/2016,2,0
R,31,R817,P.S 19 TRANSPORTABLE - STATEN ISLAND,780 POST AVENUE,No,12/21/2016,6,0
R,31,R818,P.S 37 TRANSPORTABLE - STATEN ISLAND,110 SHAFTER AVENUE,No,1/19/2017,4,0
R,31,R819,P.S. 37 TRANSPORTABLE - STATEN ISLAND,15 FAIRFIELD STREET,No,12/21/2016,4,0
R,31,R825,P.S. 25 (MOUNT LORETTO) - S.I.,6581 HYLAN BOULEVARD,Yes,1/24/2017,40,3
R,31,R826,P.S. 3 ANNEX - STATEN ISLAND,6581 HYLAN BOULEVARD,Yes,12/21/2016,21,2
R,31,R829,ARTHUR D. PHILLIPS SCHOOL - S.I.,98 GRANT STREET,Yes,12/21/2016,94,12
R,31,R831,P.S. 74 - STATEN ISLAND,211 DANIEL LOW TERRACE,No,1/18/2017,23,0
R,31,R840,P.S. 37 ( OLD I24X)-STATEN ISLAND,15 FAIRFIELD STREET,Yes,12/21/2016,53,5
R,31,R843,GREAT KILLS HIGH SCHOOL,110 SHAFTER AVENUE,Yes,1/19/2017,14,1
R,31,R844,P.S. 36 ANNEX - STATEN ISLAND,200 JEFFERSON BLVD,Yes,1/19/2017,34,2
R,31,R848,P.S. 42 ANNEX - STATEN ISLAND,25 AUGUSTA AVENUE,Yes,12/21/2016,25,9
R,31,R861,ELIZABETH A. CONNELLY CAMPUS - S.I.,280 REGIS DRIVE,Yes,1/24/2017,166,6
R,31,R880,P.S. 80 (PETR COMPL-BLDG B) - S.I.,715 OCEAN TERRACE,Yes,1/24/2017,70,6
R,31,R883,P.S. 80 AX(PETR COMPL-BLDG K)-S.I.,715 OCEAN TERRACE,Yes,12/21/2016,24,2
R,31,R884,P.S. 373 AX (PTR COMP-BLDG J)-S.I,715 OCEAN TERRACE,Yes,12/21/2016,11,1
R,31,R885,P.S. 80 AX(PETR COMPL-BLDG D)-S.I.,715 OCEAN TERRACE,Yes,1/24/2017,29,4
R,31,R886,P.S. 80 AX(PETR COMPL-BLDG C)-S.I.,715 OCEAN TERRACE,No,1/24/2017,18,0
R,31,R887,P.S. 80 AX(PETR COMPL-BLDG E)-S.I.,715 OCEAN TERRACE,Yes,1/24/2017,26,3
R,31,R973,P.S. 373 TEMP. C.R. BLDG. - S.I.,91 HENDERSON AVENUE,No,12/21/2016,12,0
X,7,X001,P.S. 1 - BRONX,335 EAST 152 STREET,Yes,1/7/2017,144,3
X,9,X002,MORRISANIA SEC ED COMPLEX-X,1363 FULTON AVENUE,Yes,1/20/2017,51,4
X,10,X003,P.S. 3 - BRONX,2100 LAFONTAINE AVENUE,Yes,1/13/2017,134,4
X,9,X004,P.S. 4 - BRONX,1701 FULTON AVENUE,Yes,1/19/2017,73,8
X,7,X005,P.S. 5 - BRONX,564 JACKSON AVENUE,Yes,1/7/2017,144,3
X,12,X006,P.S. 6 - BRONX,1000 EAST TREMONT AVENUE,Yes,1/18/2017,79,1
X,10,X007,P.S. 7 - BRONX,3201 KINGSBRIDGE AVENUE,Yes,1/12/2017,74,7
X,10,X008,P.S. 8 - BRONX,3010 BRIGGS AVENUE,Yes,1/18/2017,114,6
X,10,X009,P.S. 9 (OLD 115) - BRONX,230 EAST 183 STREET,Yes,1/19/2017,90,4
X,9,X011,P.S. 11 - BRONX,1257 OGDEN AVENUE,Yes,1/20/2017,63,8
X,11,X012,P.S. 12 - BRONX,2555 TRATMAN AVENUE,Yes,1/19/2017,92,46
X,8,X014,P.S. 14 - BRONX,3041 BRUCKNER BOULEVARD,Yes,1/7/2017,34,5
X,10,X015,P.S. 15 - BRONX,2195 ANDREWS AVENUE,Yes,4/26/2017,192,25
X,11,X016,P.S. 16 - BRONX,4550 CARPENTER AVENUE,Yes,1/13/2017,52,13
X,7,X018,P.S. 18 - BRONX,502 MORRIS AVENUE,Yes,2/14/2017,126,20
X,11,X019,P.S. 19 - BRONX,4318 KATONAH AVENUE,Yes,1/19/2017,57,7
X,10,X020,P.S. 20 - BRONX,3050 WEBSTER AVENUE,Yes,1/18/2017,198,4
X,11,X021,P.S. 21 - BRONX,715 EAST 225 STREET,Yes,1/20/2017,74,9
X,9,X022,I.S. 22 - BRONX,270 EAST 167 STREET,Yes,1/19/2017,68,7
X,10,X023,P.S. 23 - BRONX,2151 WASHINGTON AVENUE,Yes,1/12/2017,122,3
X,10,X024,P.S. 24 - BRONX,660 WEST 236 STREET,Yes,1/12/2017,96,1
X,7,X025,P.S. 25 - BRONX,811 EAST 149 STREET,Yes,1/13/2017,37,3
X,10,X026,P.S. 396 - BRONX,1930 ANDREWS AVENUE,Yes,1/18/2017,100,4
X,7,X027,P.S. 277 - BRONX,519 ST ANNS AVENUE,No,1/14/2017,53,0
X,9,X028,P.S. 28 - BRONX,1861 ANTHONY AVENUE,Yes,1/19/2017,69,7
X,7,X029,P.S. 29 - BRONX,758 COURTLANDT AVENUE,Yes,1/13/2017,138,3
X,7,X030,P.S. 30 - BRONX,510 EAST 141 STREET,Yes,1/7/2017,111,7
X,10,X032,P.S. 32 - BRONX,690 EAST 183 STREET,Yes,1/19/2017,79,3
X,10,X033,P.S. 33 - BRONX,2424 JEROME AVENUE,Yes,1/13/2017,50,4
X,10,X034,P.S. 34 - BRONX,770 GROTE STREET,Yes,1/12/2017,138,2
X,9,X035,P.S. 35 - BRONX,261 EAST 163 STREET,Yes,1/19/2017,48,1
X,8,X036,P.S. 36 - BRONX,1070 CASTLE HILL AVENUE,Yes,1/7/2017,46,4
X,10,X037,P.S. 37 - BRONX,360 WEST 230 STREET,Yes,1/18/2017,116,12
X,8,X039,NEW SCH FOR ARTS AND SCIENCE - X,965 LONGWOOD AVENUE,No,1/19/2017,59,0
X,7,X040,P.S. 220 - BRONX,468 EAST 140 STREET,Yes,1/7/2017,141,1
X,11,X041,P.S. 41 - BRONX,3352 OLINVILLE AVENUE,Yes,1/12/2017; 4/7/2017,64,11
X,9,X042,P.S. 42 - BRONX,1537 WASHINGTON AVENUE,Yes,1/18/2017,67,6
X,7,X043,P.S. 43 - BRONX,165 BROWN PLACE,Yes,1/12/2017,99,4
X,12,X044,P.S. 44 - BRONX,1825 PROSPECT AVENUE,Yes,1/20/2017,71,9
X,10,X045,I.S. 45 - BRONX,2502 LORILLARD PLACE,No,1/12/2017,89,0
X,10,X046,P.S. 46 - BRONX,279 EAST 196 STREET,Yes,1/13/2017,52,9
X,12,X047,P.S. 47 - BRONX,1794 EAST 172 STREET,Yes,1/20/2017,70,1
X,8,X048,P.S. 48 - BRONX,1290 SPOFFORD AVENUE,Yes,1/19/2017,66,6
X,7,X049,P.S. 49 - BRONX,383 EAST 139 STREET,Yes,2/4/2017,118,2
X,12,X050,P.S. 50 - BRONX,1550 VYSE AVENUE,Yes,1/20/2017,59,5
X,8,X052,I.S. 302 - BRONX,681 KELLY STREET,Yes,1/7/2017; 2/14/2017,127,2
X,9,X053,P.S. 53 - BRONX,360 EAST 168 STREET,Yes,1/20/2017,73,4
X,10,X054,P.S. 54 - BRONX,2703 WEBSTER AVENUE,Yes,1/18/2017,124,3
X,9,X055,P.S. 55 - BRONX,450 SAINT PAUL'S PLACE,Yes,1/19/2017,100,6
X,10,X056,P.S. 56 - BRONX,341 EAST 207 STREET,No,1/18/2017,123,0
X,12,X057,P.S. 57 - BRONX,2111 CROTONA AVENUE,Yes,1/20/2017,61,1
X,9,X058,P.S. 58 - BRONX,459 EAST 176 STREET,Yes,1/20/2017,45,4
X,10,X059,P.S. 59 - BRONX,2185 BATHGATE AVENUE,Yes,1/18/2017,47,7
X,8,X060,P.S. 333 - BRONX,888 REV J A POLITE AVE,Yes,1/7/2017,92,4
X,12,X061,P.S. 61 - BRONX,1550 CROTONA PARK EAST,Yes,1/20/2017,78,14
X,8,X062,P.S. 62 - BRONX,660 FOX STREET,Yes,1/7/2017,79,6
X,9,X063,P.S. 63 - BRONX,1260 FRANKLIN AVENUE,Yes,2/4/2017,84,8
X,9,X064,P.S. 64 - BRONX,1425 WALTON AVENUE,Yes,1/20/2017,62,2
X,7,X065,P.S. 65 - BRONX,677 EAST 141 STREET,Yes,1/12/2017,84,4
X,12,X066,P.S. 66 - BRONX,1001 JENNINGS STREET,Yes,1/18/2017,73,2
X,12,X067,P.S. 67 - BRONX,2024 MOHEGAN AVENUE,Yes,2/4/2017,56,5
X,11,X068,P.S. 68 - BRONX,4011 MONTICELLO AVENUE,Yes,1/7/2017,116,14
X,8,X069,P.S. 69 - BRONX,560 THIERIOT AVENUE,Yes,1/20/2017,43,2
X,9,X070,P.S. 70 - BRONX,1691 WEEKS AVENUE,Yes,1/19/2017,89,9
X,8,X071,P.S. 71 - BRONX,3040 ROBERTS AVENUE,Yes,1/18/2017,101,12
X,8,X072,P.S. 72 - BRONX,2951 DEWEY AVENUE,Yes,1/12/2017,114,8
X,9,X073,P.S. 73 - BRONX,1020 ANDERSON AVENUE,Yes,2/4/2017,62,1
X,8,X074,I.S. 201 - BRONX,730 BRYANT AVENUE,Yes,1/13/2017,138,10
X,8,X075,P.S. 75 - BRONX,984 FAILE STREET,Yes,1/7/2017,57,2
X,11,X076,P.S. 76 - BRONX,900 ADEE AVENUE,Yes,1/18/2017,45,5
X,12,X077,P.S. 195 - BRONX,1250 WARD AVENUE,Yes,1/20/2017,98,26
X,11,X078,P.S. 78 - BRONX,1400 NEEDHAM AVENUE,Yes,1/12/2017,52,5
X,10,X079,P.S. 79 - BRONX,125 EAST 181 STREET,Yes,1/12/2017,108,8
X,10,X080,I.S. 80/P.S. 280 - BRONX,149 EAST MOSHOLU PKWY N,Yes,1/18/2017,102,3
X,10,X081,P.S. 81 - BRONX,5550 RIVERDALE AVENUE,Yes,1/13/2017,76,1
X,9,X082,I.S. 232 - BRONX,1700 MACOMBS ROAD,Yes,1/20/2017,60,2
X,11,X083,P.S. 83 - BRONX,950 RHINELANDER AVENUE,Yes,1/12/2017,93,5
